Kode,Nama Bahan,description
GP095,Tumis keumamah," termasuk dalam kategori Olahan Ikan, Kerang, Udang. Bahan ini per 100 gram-nya memiliki 300 kalori, 14.5 gram protein, 20.0 gram lemak, 15.5 gram karbohidrat, dan 4.5 gram serat."
HR001,"Telur ayam kampung, segar"," termasuk dalam kategori Olahan Telur. Bahan ini per 100 gram-nya memiliki 174 kalori, 10.8 gram protein, 14.0 gram lemak, 1.2 gram karbohidrat, dan 0.0 gram serat."
HR002,"Telur ayam ras, segar"," termasuk dalam kategori Olahan Telur. Bahan ini per 100 gram-nya memiliki 154 kalori, 12.4 gram protein, 10.8 gram lemak, 0.7 gram karbohidrat, dan 0.0 gram serat."
HR003,"Telur ayam ras, bagian kuning, segar"," termasuk dalam kategori Olahan Telur. Bahan ini per 100 gram-nya memiliki 355 kalori, 16.3 gram protein, 31.9 gram lemak, 0.7 gram karbohidrat, dan 0.0 gram serat."
HR004,"Telur aAyam ras, bagian putih, segar"," termasuk dalam kategori Olahan Telur. Bahan ini per 100 gram-nya memiliki 50 kalori, 10.8 gram protein, 0.0 gram lemak, 0.8 gram karbohidrat, dan 0.0 gram serat."
HR005,"Telur bebek alabio, segar"," termasuk dalam kategori Olahan Telur. Bahan ini per 100 gram-nya memiliki 187 kalori, 11.8 gram protein, 14.2 gram lemak, 3.0 gram karbohidrat, dan 0.0 gram serat."
HR006,"Telur bebek, bagian kuning, segar"," termasuk dalam kategori Olahan Telur. Bahan ini per 100 gram-nya memiliki 386 kalori, 17.0 gram protein, 35.0 gram lemak, 0.8 gram karbohidrat, dan 0.0 gram serat."
HR007,"Telur bebek, bagian putih, segar"," termasuk dalam kategori Olahan Telur. Bahan ini per 100 gram-nya memiliki 54 kalori, 11.0 gram protein, 0.0 gram lemak, 0.8 gram karbohidrat, dan 0.0 gram serat."
HR008,"Telur bebek tambak, segar"," termasuk dalam kategori Olahan Telur. Bahan ini per 100 gram-nya memiliki 187 kalori, 10.9 gram protein, 12.4 gram lemak, 7.9 gram karbohidrat, dan 0.0 gram serat."
HR009,"Telur burung maleo, segar"," termasuk dalam kategori Olahan Telur. Bahan ini per 100 gram-nya memiliki 436 kalori, 26.5 gram protein, 36.3 gram lemak, 0.4 gram karbohidrat, dan 0.0 gram serat."
HR010,"Telur penyu, segar"," termasuk dalam kategori Olahan Telur. Bahan ini per 100 gram-nya memiliki 136 kalori, 8.6 gram protein, 10.1 gram lemak, 2.7 gram karbohidrat, dan 0.0 gram serat."
HR011,"Telur burung puyuh, segar"," termasuk dalam kategori Olahan Telur. Bahan ini per 100 gram-nya memiliki 116 kalori, 10.7 gram protein, 7.0 gram lemak, 1.6 gram karbohidrat, dan 0.0 gram serat."
HP001,"Telur ayam, dadar, masakan"," termasuk dalam kategori Tidak Diketahui. Bahan ini per 100 gram-nya memiliki 251 kalori, 16.3 gram protein, 19.4 gram lemak, 1.4 gram karbohidrat, dan 0.0 gram serat."
HP003,"Telur bebek, dadar, masakan"," termasuk dalam kategori Tidak Diketahui. Bahan ini per 100 gram-nya memiliki 301 kalori, 20.0 gram protein, 23.7 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
HP005,"Bayau mi balu, masakan"," termasuk dalam kategori Tidak Diketahui. Bahan ini per 100 gram-nya memiliki 313 kalori, 6.0 gram protein, 12.2 gram lemak, 44.8 gram karbohidrat, dan 0.0 gram serat."
HP006,"Cucuru bayau, masakan"," termasuk dalam kategori Tidak Diketahui. Bahan ini per 100 gram-nya memiliki 349 kalori, 6.8 gram protein, 18.7 gram lemak, 38.3 gram karbohidrat, dan 0.0 gram serat."
HP007,"Kalio telur, masakan"," termasuk dalam kategori Tidak Diketahui. Bahan ini per 100 gram-nya memiliki 193 kalori, 10.6 gram protein, 12.4 gram lemak, 9.7 gram karbohidrat, dan 0.0 gram serat."
JR001,"Kepala susu - krim, segar"," termasuk dalam kategori Olahan Susu. Bahan ini per 100 gram-nya memiliki 204 kalori, 2.6 gram protein, 20.0 gram lemak, 4.0 gram karbohidrat, dan 0.0 gram serat."
JR002,Susu ibu - ASI," termasuk dalam kategori Olahan Susu. Bahan ini per 100 gram-nya memiliki 62 kalori, 1.5 gram protein, 3.2 gram lemak, 7.0 gram karbohidrat, dan 0.0 gram serat."
JR003,"Susu kambing, segar"," termasuk dalam kategori Olahan Susu. Bahan ini per 100 gram-nya memiliki 64 kalori, 4.3 gram protein, 2.3 gram lemak, 6.6 gram karbohidrat, dan 0.0 gram serat."
JR004,"Susu kerbau, segar"," termasuk dalam kategori Olahan Susu. Bahan ini per 100 gram-nya memiliki 160 kalori, 6.3 gram protein, 12.0 gram lemak, 7.1 gram karbohidrat, dan 0.0 gram serat."
JR005,"Susu kuda, segar"," termasuk dalam kategori Olahan Susu. Bahan ini per 100 gram-nya memiliki 40 kalori, 2.0 gram protein, 1.1 gram lemak, 5.4 gram karbohidrat, dan 0.0 gram serat."
JR006,"Susu sapi, segar"," termasuk dalam kategori Olahan Susu. Bahan ini per 100 gram-nya memiliki 61 kalori, 3.2 gram protein, 3.5 gram lemak, 4.3 gram karbohidrat, dan 0.0 gram serat."
JP001,Es krim," termasuk dalam kategori Olahan Susu. Bahan ini per 100 gram-nya memiliki 210 kalori, 4.0 gram protein, 12.5 gram lemak, 20.6 gram karbohidrat, dan 0.0 gram serat."
JP002,Hangop," termasuk dalam kategori Olahan Susu. Bahan ini per 100 gram-nya memiliki 65 kalori, 10.0 gram protein, 1.0 gram lemak, 3.5 gram karbohidrat, dan 0.0 gram serat."
JP003,Keju," termasuk dalam kategori Olahan Susu. Bahan ini per 100 gram-nya memiliki 326 kalori, 22.8 gram protein, 20.3 gram lemak, 13.1 gram karbohidrat, dan 0.0 gram serat."
JP004,Kwark (Quark)," termasuk dalam kategori Olahan Susu. Bahan ini per 100 gram-nya memiliki 242 kalori, 19.0 gram protein, 17.0 gram lemak, 3.0 gram karbohidrat, dan 0.0 gram serat."
JP005,"Susu asam untuk bayi, bubuk"," termasuk dalam kategori Olahan Susu. Bahan ini per 100 gram-nya memiliki 418 kalori, 19.0 gram protein, 9.0 gram lemak, 65.5 gram karbohidrat, dan 0.0 gram serat."
JP006,Susu bubuk," termasuk dalam kategori Olahan Susu. Bahan ini per 100 gram-nya memiliki 513 kalori, 24.6 gram protein, 30.0 gram lemak, 36.2 gram karbohidrat, dan 0.0 gram serat."
JP007,Susu kental manis," termasuk dalam kategori Olahan Susu. Bahan ini per 100 gram-nya memiliki 343 kalori, 8.2 gram protein, 10.0 gram lemak, 55.0 gram karbohidrat, dan 0.0 gram serat."
JP008,Susu kental tak manis," termasuk dalam kategori Olahan Susu. Bahan ini per 100 gram-nya memiliki 138 kalori, 7.0 gram protein, 7.9 gram lemak, 9.9 gram karbohidrat, dan 0.0 gram serat."
JP009,"Susu skim, bubuk"," termasuk dalam kategori Olahan Susu. Bahan ini per 100 gram-nya memiliki 359 kalori, 35.6 gram protein, 1.0 gram lemak, 52.0 gram karbohidrat, dan 0.0 gram serat."
JP010,"Susu skim, segar"," termasuk dalam kategori Olahan Susu. Bahan ini per 100 gram-nya memiliki 36 kalori, 3.5 gram protein, 0.1 gram lemak, 5.1 gram karbohidrat, dan 0.0 gram serat."
JP011,"Yoghurt, segar"," termasuk dalam kategori Olahan Susu. Bahan ini per 100 gram-nya memiliki 52 kalori, 3.3 gram protein, 2.5 gram lemak, 4.0 gram karbohidrat, dan 0.0 gram serat."
KR001,"Kelapa setengah tua, daging, segar"," termasuk dalam kategori Lemak dan Minyak. Bahan ini per 100 gram-nya memiliki 180 kalori, 4.0 gram protein, 15.0 gram lemak, 10.0 gram karbohidrat, dan 2.4 gram serat."
KR002,"Kelapa tua, daging, segar"," termasuk dalam kategori Lemak dan Minyak. Bahan ini per 100 gram-nya memiliki 359 kalori, 3.4 gram protein, 34.7 gram lemak, 14.0 gram karbohidrat, dan 4.7 gram serat."
KR003,Lemak babi (lard)," termasuk dalam kategori Lemak dan Minyak. Bahan ini per 100 gram-nya memiliki 902 kalori, 0.0 gram protein, 100.0 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
KR004,Lemak babi (bacon)," termasuk dalam kategori Lemak dan Minyak. Bahan ini per 100 gram-nya memiliki 626 kalori, 9.1 gram protein, 65.0 gram lemak, 1.1 gram karbohidrat, dan 0.0 gram serat."
KR005,Lemak ikan," termasuk dalam kategori Lemak dan Minyak. Bahan ini per 100 gram-nya memiliki 372 kalori, 12.0 gram protein, 29.4 gram lemak, 14.4 gram karbohidrat, dan 0.0 gram serat."
KR006,Lemak kerbau (lemak sapi)," termasuk dalam kategori Lemak dan Minyak. Bahan ini per 100 gram-nya memiliki 818 kalori, 1.5 gram protein, 90.0 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
KR007,"Minyak hiu, hati"," termasuk dalam kategori Lemak dan Minyak. Bahan ini per 100 gram-nya memiliki 902 kalori, 0.0 gram protein, 100.0 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
KR008,Minyak ikan," termasuk dalam kategori Lemak dan Minyak. Bahan ini per 100 gram-nya memiliki 902 kalori, 0.0 gram protein, 100.0 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
KR009,Minyak kacang tanah," termasuk dalam kategori Lemak dan Minyak. Bahan ini per 100 gram-nya memiliki 902 kalori, 0.0 gram protein, 100.0 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
KR010,Minyak kedelai," termasuk dalam kategori Lemak dan Minyak. Bahan ini per 100 gram-nya memiliki 883 kalori, 0.0 gram protein, 99.9 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
KR011,Minyak kelapa," termasuk dalam kategori Lemak dan Minyak. Bahan ini per 100 gram-nya memiliki 870 kalori, 1.0 gram protein, 98.0 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
KR012,Minyak kelapa sawit," termasuk dalam kategori Lemak dan Minyak. Bahan ini per 100 gram-nya memiliki 884 kalori, 0.0 gram protein, 100.0 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
KR013,Minyak wijen," termasuk dalam kategori Lemak dan Minyak. Bahan ini per 100 gram-nya memiliki 881 kalori, 0.2 gram protein, 99.7 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
KR014,Minyak zaitun," termasuk dalam kategori Lemak dan Minyak. Bahan ini per 100 gram-nya memiliki 884 kalori, 0.0 gram protein, 100.0 gram lemak, 0.0 gram karbohidrat, dan 0.0 gram serat."
KP001,Margarin," termasuk dalam kategori Olahan Lemak dan Minyak. Bahan ini per 100 gram-nya memiliki 720 kalori, 0.6 gram protein, 81.0 gram lemak, 0.4 gram karbohidrat, dan 0.0 gram serat."
KP002,Mentega," termasuk dalam kategori Olahan Lemak dan Minyak. Bahan ini per 100 gram-nya memiliki 742 kalori, 0.5 gram protein, 81.6 gram lemak, 1.4 gram karbohidrat, dan 0.0 gram serat."
KP003,Santan (dengan air)," termasuk dalam kategori Olahan Lemak dan Minyak. Bahan ini per 100 gram-nya memiliki 122 kalori, 2.0 gram protein, 10.0 gram lemak, 7.6 gram karbohidrat, dan 1.4 gram serat."
KP004,Santan murni," termasuk dalam kategori Olahan Lemak dan Minyak. Bahan ini per 100 gram-nya memiliki 324 kalori, 4.2 gram protein, 34.3 gram lemak, 5.6 gram karbohidrat, dan 0.0 gram serat."
MP001,"Coklat manis, batang"," termasuk dalam kategori Gula, Sirup, Makanan Manis. Bahan ini per 100 gram-nya memiliki 527 kalori, 2.0 gram protein, 29.8 gram lemak, 62.7 gram karbohidrat, dan 6.5 gram serat."
MP002,"Coklat pahit,batang"," termasuk dalam kategori Gula, Sirup, Makanan Manis. Bahan ini per 100 gram-nya memiliki 615 kalori, 5.5 gram protein, 42.6 gram lemak, 29.2 gram karbohidrat, dan 10.8 gram serat."
MP003,"Coklat susu, batang"," termasuk dalam kategori Gula, Sirup, Makanan Manis. Bahan ini per 100 gram-nya memiliki 565 kalori, 9.0 gram protein, 35.0 gram lemak, 53.6 gram karbohidrat, dan 3.4 gram serat."
MP004,Coklat bubuk," termasuk dalam kategori Gula, Sirup, Makanan Manis. Bahan ini per 100 gram-nya memiliki 311 kalori, 8.0 gram protein, 4.0 gram lemak, 48.9 gram karbohidrat, dan 32.6 gram serat."
MP005,Gula aren," termasuk dalam kategori Gula, Sirup, Makanan Manis. Bahan ini per 100 gram-nya memiliki 368 kalori, 0.0 gram protein, 0.0 gram lemak, 92.0 gram karbohidrat, dan 0.0 gram serat."
MP006,Gula kelapa," termasuk dalam kategori Gula, Sirup, Makanan Manis. Bahan ini per 100 gram-nya memiliki 386 kalori, 3.0 gram protein, 10.0 gram lemak, 76.0 gram karbohidrat, dan 0.0 gram serat."
MP007,Gula putih," termasuk dalam kategori Gula, Sirup, Makanan Manis. Bahan ini per 100 gram-nya memiliki 394 kalori, 0.0 gram protein, 0.0 gram lemak, 94.0 gram karbohidrat, dan 0.0 gram serat."
MP008,"Jam, selai"," termasuk dalam kategori Gula, Sirup, Makanan Manis. Bahan ini per 100 gram-nya memiliki 239 kalori, 0.5 gram protein, 0.6 gram lemak, 64.5 gram karbohidrat, dan 1.0 gram serat."
MP009,Kopi bubuk instant," termasuk dalam kategori Gula, Sirup, Makanan Manis. Bahan ini per 100 gram-nya memiliki 129 kalori, 12.3 gram protein, 0.5 gram lemak, 35.0 gram karbohidrat, dan 0.0 gram serat."
MP010,Madu," termasuk dalam kategori Gula, Sirup, Makanan Manis. Bahan ini per 100 gram-nya memiliki 294 kalori, 0.3 gram protein, 0.0 gram lemak, 79.5 gram karbohidrat, dan 0.2 gram serat."
MP011,Markisa squash," termasuk dalam kategori Gula, Sirup, Makanan Manis. Bahan ini per 100 gram-nya memiliki 217 kalori, 2.5 gram protein, 1.0 gram lemak, 49.6 gram karbohidrat, dan 0.0 gram serat."
MP012,"Markisa squash, BD"," termasuk dalam kategori Gula, Sirup, Makanan Manis. Bahan ini per 100 gram-nya memiliki 104 kalori, 1.2 gram protein, 0.5 gram lemak, 23.7 gram karbohidrat, dan 0.0 gram serat."
MP013,Melase," termasuk dalam kategori Gula, Sirup, Makanan Manis. Bahan ini per 100 gram-nya memiliki 276 kalori, 0.0 gram protein, 0.1 gram lemak, 71.0 gram karbohidrat, dan 0.0 gram serat."
MP014,Sirup," termasuk dalam kategori Gula, Sirup, Makanan Manis. Bahan ini per 100 gram-nya memiliki 213 kalori, 0.0 gram protein, 0.0 gram lemak, 55.0 gram karbohidrat, dan 0.0 gram serat."
MP015,Sirup pirous," termasuk dalam kategori Gula, Sirup, Makanan Manis. Bahan ini per 100 gram-nya memiliki 228 kalori, 0.2 gram protein, 0.4 gram lemak, 55.9 gram karbohidrat, dan 0.0 gram serat."
MP016,Teh hijau daun kering," termasuk dalam kategori Gula, Sirup, Makanan Manis. Bahan ini per 100 gram-nya memiliki 300 kalori, 28.3 gram protein, 4.8 gram lemak, 53.6 gram karbohidrat, dan 9.6 gram serat."
MP017,Teh hitam daun kering," termasuk dalam kategori Gula, Sirup, Makanan Manis. Bahan ini per 100 gram-nya memiliki 293 kalori, 24.5 gram protein, 2.8 gram lemak, 58.8 gram karbohidrat, dan 8.7 gram serat."
MP018,Teh melati daun kering," termasuk dalam kategori Gula, Sirup, Makanan Manis. Bahan ini per 100 gram-nya memiliki 299 kalori, 24.1 gram protein, 3.5 gram lemak, 59.0 gram karbohidrat, dan 9.7 gram serat."
NR001,"Asam arang coklat, segar"," termasuk dalam kategori Bumbu. Bahan ini per 100 gram-nya memiliki 130 kalori, 0.5 gram protein, 1.1 gram lemak, 30.9 gram karbohidrat, dan 1.5 gram serat."
NR002,"Asam arang merah, segar"," termasuk dalam kategori Bumbu. Bahan ini per 100 gram-nya memiliki 99 kalori, 0.8 gram protein, 1.6 gram lemak, 20.3 gram karbohidrat, dan 2.8 gram serat."
NR003,"Asan kandis, kering"," termasuk dalam kategori Bumbu. Bahan ini per 100 gram-nya memiliki 261 kalori, 0.9 gram protein, 1.6 gram lemak, 63.3 gram karbohidrat, dan 5.0 gram serat."
NR004,"Asam kandis, segar"," termasuk dalam kategori Bumbu. Bahan ini per 100 gram-nya memiliki 75 kalori, 0.2 gram protein, 1.1 gram lemak, 16.1 gram karbohidrat, dan 3.4 gram serat."
NR005,"Asam masak pohon, segar"," termasuk dalam kategori Bumbu. Bahan ini per 100 gram-nya memiliki 267 kalori, 2.8 gram protein, 0.6 gram lemak, 62.5 gram karbohidrat, dan 1.2 gram serat."
NR006,"Asam payak, segar"," termasuk dalam kategori Bumbu. Bahan ini per 100 gram-nya memiliki 135 kalori, 0.8 gram protein, 0.4 gram lemak, 32.1 gram karbohidrat, dan 10.0 gram serat."
NR007,"Bawang merah, segar"," termasuk dalam kategori Bumbu. Bahan ini per 100 gram-nya memiliki 46 kalori, 1.5 gram protein, 0.3 gram lemak, 9.2 gram karbohidrat, dan 1.7 gram serat."
NR008,"Bawang putih, segar"," termasuk dalam kategori Bumbu. Bahan ini per 100 gram-nya memiliki 112 kalori, 4.5 gram protein, 0.2 gram lemak, 23.1 gram karbohidrat, dan 0.6 gram serat."
NR009,"Boros kunci, segar"," termasuk dalam kategori Bumbu. Bahan ini per 100 gram-nya memiliki 40 kalori, 1.0 gram protein, 0.8 gram lemak, 7.2 gram karbohidrat, dan 1.0 gram serat."
NR010,"Boros laja (lengkuas), segar"," termasuk dalam kategori Bumbu. Bahan ini per 100 gram-nya memiliki 26 kalori, 1.0 gram protein, 0.3 gram lemak, 4.7 gram karbohidrat, dan 1.1 gram serat."
NR011,"Cabai gembor merah, segar"," termasuk dalam kategori Bumbu. Bahan ini per 100 gram-nya memiliki 38 kalori, 1.6 gram protein, 0.8 gram lemak, 6.3 gram karbohidrat, dan 1.6 gram serat."
NR012,"Cabai hijau, segar"," termasuk dalam kategori Bumbu. Bahan ini per 100 gram-nya memiliki 26 kalori, 0.7 gram protein, 0.3 gram lemak, 5.2 gram karbohidrat, dan 2.6 gram serat."
NR013,"Cabai merah, kering"," termasuk dalam kategori Bumbu. Bahan ini per 100 gram-nya memiliki 367 kalori, 15.9 gram protein, 6.2 gram lemak, 61.8 gram karbohidrat, dan 26.9 gram serat."
NR014,"Cabai merah, segar"," termasuk dalam kategori Bumbu. Bahan ini per 100 gram-nya memiliki 36 kalori, 1.0 gram protein, 0.3 gram lemak, 7.3 gram karbohidrat, dan 1.4 gram serat."
NR015,"Cabai rawit, segar"," termasuk dalam kategori Bumbu. Bahan ini per 100 gram-nya memiliki 120 kalori, 4.7 gram protein, 2.4 gram lemak, 19.9 gram karbohidrat, dan 15.2 gram serat."
NR016,"Cengkeh, kering"," termasuk dalam kategori Bumbu. Bahan ini per 100 gram-nya memiliki 330 kalori, 5.2 gram protein, 8.9 gram lemak, 57.4 gram karbohidrat, dan 10.0 gram serat."
NR017,"Daun salam,  bubuk"," termasuk dalam kategori Bumbu. Bahan ini per 100 gram-nya memiliki 301 kalori, 14.2 gram protein, 10.9 gram lemak, 49.0 gram karbohidrat, dan 9.4 gram serat."
NR018,"Jahe, segar"," termasuk dalam kategori Bumbu. Bahan ini per 100 gram-nya memiliki 51 kalori, 1.5 gram protein, 1.0 gram lemak, 10.1 gram karbohidrat, dan 12.0 gram serat."
NR019,Kemiri," termasuk dalam kategori Bumbu. Bahan ini per 100 gram-nya memiliki 675 kalori, 19.0 gram protein, 63.0 gram lemak, 8.0 gram karbohidrat, dan 3.0 gram serat."
NR020,"Ketumbar, kering"," termasuk dalam kategori Bumbu. Bahan ini per 100 gram-nya memiliki 418 kalori, 14.1 gram protein, 16.1 gram lemak, 54.2 gram karbohidrat, dan 12.3 gram serat."
NR021,Kluwek," termasuk dalam kategori Bumbu. Bahan ini per 100 gram-nya memiliki 310 kalori, 10.0 gram protein, 24.0 gram lemak, 13.5 gram karbohidrat, dan 0.0 gram serat."
NR022,"Kunyit, segar"," termasuk dalam kategori Bumbu. Bahan ini per 100 gram-nya memiliki 69 kalori, 2.0 gram protein, 2.7 gram lemak, 9.1 gram karbohidrat, dan 0.6 gram serat."
NR023,"Merica, kering"," termasuk dalam kategori Bumbu. Bahan ini per 100 gram-nya memiliki 365 kalori, 11.5 gram protein, 6.8 gram lemak, 64.4 gram karbohidrat, dan 1.0 gram serat."
NR024,"Pala, biji, kering"," termasuk dalam kategori Bumbu. Bahan ini per 100 gram-nya memiliki 518 kalori, 7.5 gram protein, 36.4 gram lemak, 40.1 gram karbohidrat, dan 3.5 gram serat."
NP001,Balichong," termasuk dalam kategori Bumbu Olahan. Bahan ini per 100 gram-nya memiliki 152 kalori, 13.2 gram protein, 0.8 gram lemak, 22.9 gram karbohidrat, dan 1.5 gram serat."
NP002,Bekasam," termasuk dalam kategori Bumbu Olahan. Bahan ini per 100 gram-nya memiliki 116 kalori, 11.9 gram protein, 4.9 gram lemak, 6.1 gram karbohidrat, dan 3.5 gram serat."
NP003,Bekasang," termasuk dalam kategori Bumbu Olahan. Bahan ini per 100 gram-nya memiliki 78 kalori, 11.4 gram protein, 2.0 gram lemak, 3.6 gram karbohidrat, dan 0.4 gram serat."
NP004,Cuka," termasuk dalam kategori Bumbu Olahan. Bahan ini per 100 gram-nya memiliki 21 kalori, 0.1 gram protein, 0.1 gram lemak, 5.0 gram karbohidrat, dan 0.0 gram serat."
NP005,Kecap," termasuk dalam kategori Bumbu Olahan. Bahan ini per 100 gram-nya memiliki 71 kalori, 5.7 gram protein, 1.3 gram lemak, 9.0 gram karbohidrat, dan 0.0 gram serat."
NP006,Petis ikan," termasuk dalam kategori Bumbu Olahan. Bahan ini per 100 gram-nya memiliki 165 kalori, 20.0 gram protein, 0.2 gram lemak, 20.8 gram karbohidrat, dan 0.0 gram serat."
NP007,Petis udang kering," termasuk dalam kategori Bumbu Olahan. Bahan ini per 100 gram-nya memiliki 345 kalori, 23.8 gram protein, 1.4 gram lemak, 59.3 gram karbohidrat, dan 0.0 gram serat."
NP008,Petis udang pasta," termasuk dalam kategori Bumbu Olahan. Bahan ini per 100 gram-nya memiliki 220 kalori, 15.0 gram protein, 0.9 gram lemak, 38.0 gram karbohidrat, dan 2.3 gram serat."
NP009,Saos tomat," termasuk dalam kategori Bumbu Olahan. Bahan ini per 100 gram-nya memiliki 110 kalori, 2.0 gram protein, 0.4 gram lemak, 24.5 gram karbohidrat, dan 0.9 gram serat."
NP010,Tempoya," termasuk dalam kategori Bumbu Olahan. Bahan ini per 100 gram-nya memiliki 110 kalori, 1.7 gram protein, 1.3 gram lemak, 21.9 gram karbohidrat, dan 2.6 gram serat."
NP011,Terasi," termasuk dalam kategori Bumbu Olahan. Bahan ini per 100 gram-nya memiliki 155 kalori, 22.3 gram protein, 2.9 gram lemak, 9.9 gram karbohidrat, dan 2.7 gram serat."
NP012,Terasi dobo," termasuk dalam kategori Bumbu Olahan. Bahan ini per 100 gram-nya memiliki 191 kalori, 33.1 gram protein, 3.6 gram lemak, 6.6 gram karbohidrat, dan 1.6 gram serat."
NP013,Terasi merah," termasuk dalam kategori Bumbu Olahan. Bahan ini per 100 gram-nya memiliki 174 kalori, 30.0 gram protein, 3.5 gram lemak, 5.6 gram karbohidrat, dan 2.2 gram serat."
QR001,"Kelapa muda, air, segar"," termasuk dalam kategori Minuman. Bahan ini per 100 gram-nya memiliki 17 kalori, 0.2 gram protein, 0.1 gram lemak, 3.8 gram karbohidrat, dan 0.0 gram serat."
